IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
131.186.40.31,2083,true,HKG,Asia Pacific,Hong Kong,166 ms,173 kB/s
131.186.44.38,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,170 kB/s
152.70.106.195,2096,true,HKG,Asia Pacific,Hong Kong,280 ms,169 kB/s
132.145.120.115,2096,true,HKG,Asia Pacific,Hong Kong,171 ms,169 kB/s
131.186.62.26,2096,true,HKG,Asia Pacific,Hong Kong,280 ms,169 kB/s
158.101.159.212,2087,true,HKG,Asia Pacific,Hong Kong,182 ms,169 kB/s
47.91.19.249,2083,true,HKG,Asia Pacific,Hong Kong,173 ms,163 kB/s
131.186.47.255,8443,true,HKG,Asia Pacific,Hong Kong,176 ms,162 kB/s
131.186.34.11,2083,true,KIX,Asia Pacific,Osaka,130 ms,160 kB/s
132.145.123.238,2083,true,HKG,Asia Pacific,Hong Kong,169 ms,160 kB/s
150.230.104.197,2096,true,SIN,Asia Pacific,Singapore,198 ms,160 kB/s
131.186.37.49,2096,true,SIN,Asia Pacific,Singapore,186 ms,157 kB/s
168.138.192.185,2083,true,SIN,Asia Pacific,Singapore,195 ms,157 kB/s
158.101.140.252,2087,true,SIN,Asia Pacific,Singapore,189 ms,156 kB/s
130.61.109.6,2053,true,FRA,Europe,Frankfurt,265 ms,154 kB/s
47.91.14.62,2087,true,SIN,Asia Pacific,Singapore,187 ms,154 kB/s
150.230.192.173,2083,true,SIN,Asia Pacific,Singapore,194 ms,153 kB/s
152.70.104.69,2053,true,HKG,Asia Pacific,Hong Kong,284 ms,153 kB/s
129.227.139.137,443,true,HKG,Asia Pacific,Hong Kong,15 ms,144 kB/s
47.74.43.24,2096,true,SIN,Asia Pacific,Singapore,207 ms,143 kB/s
132.145.117.216,2053,true,SIN,Asia Pacific,Singapore,194 ms,142 kB/s
47.245.12.179,2087,true,HKG,Asia Pacific,Hong Kong,310 ms,141 kB/s
131.186.40.31,2087,true,HKG,Asia Pacific,Hong Kong,175 ms,141 kB/s
152.70.106.195,2083,true,HKG,Asia Pacific,Hong Kong,175 ms,140 kB/s
131.186.60.162,2087,true,SIN,Asia Pacific,Singapore,189 ms,138 kB/s
168.138.192.185,8443,true,HKG,Asia Pacific,Hong Kong,174 ms,137 kB/s
138.2.19.122,8443,true,SIN,Asia Pacific,Singapore,188 ms,135 kB/s
138.3.212.162,8443,true,SIN,Asia Pacific,Singapore,199 ms,134 kB/s
131.186.37.49,2087,true,SIN,Asia Pacific,Singapore,199 ms,131 kB/s
131.186.37.191,2083,true,HKG,Asia Pacific,Hong Kong,195 ms,131 kB/s
141.147.183.96,2087,true,SIN,Asia Pacific,Singapore,188 ms,131 kB/s
47.245.9.99,2087,true,HKG,Asia Pacific,Hong Kong,206 ms,128 kB/s
131.186.34.11,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,124 kB/s
47.245.30.208,8443,true,SIN,Asia Pacific,Singapore,207 ms,122 kB/s
152.70.106.185,2096,true,SIN,Asia Pacific,Singapore,193 ms,122 kB/s
47.245.37.29,2053,true,SIN,Asia Pacific,Singapore,194 ms,121 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,267 ms,120 kB/s
141.147.168.159,8443,true,HKG,Asia Pacific,Hong Kong,173 ms,119 kB/s
131.186.59.94,2087,true,HKG,Asia Pacific,Hong Kong,170 ms,119 kB/s
150.230.192.173,2096,true,HKG,Asia Pacific,Hong Kong,175 ms,117 kB/s
141.147.174.7,2053,true,HKG,Asia Pacific,Hong Kong,279 ms,115 kB/s
150.230.104.197,2083,true,SIN,Asia Pacific,Singapore,195 ms,113 kB/s
140.238.54.149,2087,true,HKG,Asia Pacific,Hong Kong,178 ms,112 kB/s
131.186.44.38,2083,true,HKG,Asia Pacific,Hong Kong,286 ms,112 kB/s
140.238.32.238,8443,true,SIN,Asia Pacific,Singapore,191 ms,109 kB/s
131.186.34.244,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,105 kB/s
168.138.192.185,2096,true,SIN,Asia Pacific,Singapore,200 ms,102 kB/s
131.186.47.255,2083,true,SIN,Asia Pacific,Singapore,199 ms,96 kB/s
168.138.212.74,2087,true,SIN,Asia Pacific,Singapore,203 ms,93 kB/s
144.21.32.193,2087,true,AMS,Europe,Amsterdam,270 ms,92 kB/s
141.147.40.44,8443,true,FRA,Europe,Frankfurt,254 ms,90 kB/s
47.245.54.140,2083,true,HKG,Asia Pacific,Hong Kong,203 ms,89 kB/s
123.58.212.234,443,true,HKG,Asia Pacific,Hong Kong,13 ms,71 kB/s
131.186.34.244,2087,true,HKG,Asia Pacific,Hong Kong,199 ms,68 kB/s
47.245.30.208,2083,true,SIN,Asia Pacific,Singapore,200 ms,67 kB/s
141.147.162.204,2053,true,SIN,Asia Pacific,Singapore,196 ms,65 kB/s
47.245.37.29,2087,true,HKG,Asia Pacific,Hong Kong,197 ms,64 kB/s
47.245.9.228,8443,true,SIN,Asia Pacific,Singapore,197 ms,61 kB/s
131.186.47.255,2053,true,SIN,Asia Pacific,Singapore,189 ms,61 kB/s
138.2.19.122,2087,true,HKG,Asia Pacific,Hong Kong,171 ms,58 kB/s
47.74.50.249,2053,true,HKG,Asia Pacific,Hong Kong,199 ms,43 kB/s
47.74.46.84,2087,true,HKG,Asia Pacific,Hong Kong,200 ms,42 kB/s
47.243.179.249,2096,true,HKG,Asia Pacific,Hong Kong,22 ms,41 kB/s
47.243.179.249,8443,true,HKG,Asia Pacific,Hong Kong,15 ms,38 kB/s
131.186.45.88,8443,true,HKG,Asia Pacific,Hong Kong,276 ms,38 kB/s
47.243.179.249,2083,true,HKG,Asia Pacific,Hong Kong,20 ms,35 kB/s
152.70.107.26,2096,true,SIN,Asia Pacific,Singapore,203 ms,33 kB/s
132.145.127.203,2053,true,NRT,Asia Pacific,Tokyo,116 ms,28 kB/s
8.222.212.255,443,true,SIN,Asia Pacific,Singapore,212 ms,24 kB/s
8.222.199.55,443,true,SIN,Asia Pacific,Singapore,188 ms,24 kB/s
8.222.156.205,443,true,SIN,Asia Pacific,Singapore,190 ms,22 kB/s
158.101.140.252,8443,true,HKG,Asia Pacific,Hong Kong,175 ms,15 kB/s
140.83.37.200,8443,true,HKG,Asia Pacific,Hong Kong,282 ms,14 kB/s
138.2.11.227,2087,true,NRT,Asia Pacific,Tokyo,115 ms,14 kB/s
138.2.6.248,2083,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
140.238.42.149,2096,true,NRT,Asia Pacific,Tokyo,114 ms,14 kB/s
150.230.213.65,2096,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
132.145.123.6,2083,true,NRT,Asia Pacific,Tokyo,115 ms,14 kB/s
132.145.123.6,2053,true,NRT,Asia Pacific,Tokyo,117 ms,14 kB/s
138.2.26.80,2087,true,NRT,Asia Pacific,Tokyo,113 ms,14 kB/s
138.2.11.227,2096,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.3.222.50,8443,true,NRT,Asia Pacific,Tokyo,119 ms,13 kB/s
138.3.216.181,2087,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
132.226.8.9,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.2.26.80,2096,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
138.2.14.77,2096,true,NRT,Asia Pacific,Tokyo,115 ms,13 kB/s
47.245.59.167,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
150.230.213.65,8443,true,NRT,Asia Pacific,Tokyo,123 ms,13 kB/s
158.101.136.221,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
155.248.162.233,2053,true,NRT,Asia Pacific,Tokyo,120 ms,13 kB/s
132.145.117.33,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
138.2.14.77,8443,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
158.101.136.221,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
155.248.162.233,2087,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
150.230.105.183,8443,true,NRT,Asia Pacific,Tokyo,116 ms,13 kB/s
132.226.0.181,2096,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
138.2.6.248,2053,true,NRT,Asia Pacific,Tokyo,114 ms,13 kB/s
158.101.136.128,2053,true,NRT,Asia Pacific,Tokyo,117 ms,13 kB/s
138.2.6.248,2096,true,NRT,Asia Pacific,Tokyo,127 ms,13 kB/s
150.230.217.29,2087,true,NRT,Asia Pacific,Tokyo,117 ms,12 kB/s
138.3.222.50,2096,true,NRT,Asia Pacific,Tokyo,118 ms,12 kB/s
132.226.0.181,2083,true,NRT,Asia Pacific,Tokyo,113 ms,12 kB/s
150.230.105.183,2096,true,NRT,Asia Pacific,Tokyo,114 ms,10 kB/s
155.248.177.90,2053,true,NRT,Asia Pacific,Tokyo,116 ms,10 kB/s
138.2.27.113,2096,true,NRT,Asia Pacific,Tokyo,119 ms,10 kB/s
138.3.222.50,2053,true,NRT,Asia Pacific,Tokyo,116 ms,10 kB/s
8.219.102.123,8443,true,SIN,Asia Pacific,Singapore,203 ms,10 kB/s
138.2.6.248,8443,true,NRT,Asia Pacific,Tokyo,115 ms,10 kB/s
8.222.199.55,2083,true,SIN,Asia Pacific,Singapore,208 ms,10 kB/s
47.74.6.55,8443,true,NRT,Asia Pacific,Tokyo,117 ms,10 kB/s
158.101.136.128,8443,true,NRT,Asia Pacific,Tokyo,115 ms,10 kB/s
8.219.56.244,2096,true,SIN,Asia Pacific,Singapore,195 ms,10 kB/s
150.230.217.29,8443,true,NRT,Asia Pacific,Tokyo,118 ms,10 kB/s
8.222.199.55,2053,true,SIN,Asia Pacific,Singapore,202 ms,10 kB/s
8.219.51.227,2087,true,SIN,Asia Pacific,Singapore,203 ms,10 kB/s
8.219.210.214,2083,true,SIN,Asia Pacific,Singapore,199 ms,10 kB/s
8.219.56.244,2087,true,SIN,Asia Pacific,Singapore,213 ms,10 kB/s
8.219.102.123,2053,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.222.171.236,2053,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
132.226.8.9,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.51.227,8443,true,SIN,Asia Pacific,Singapore,205 ms,9 kB/s
138.3.222.50,2087,true,NRT,Asia Pacific,Tokyo,117 ms,9 kB/s
150.230.217.29,2096,true,NRT,Asia Pacific,Tokyo,113 ms,9 kB/s
8.222.171.236,2087,true,SIN,Asia Pacific,Singapore,213 ms,9 kB/s
8.222.171.236,2083,true,SIN,Asia Pacific,Singapore,188 ms,9 kB/s
8.222.145.43,8443,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.219.208.104,2087,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.102.123,2096,true,SIN,Asia Pacific,Singapore,185 ms,9 kB/s
8.219.56.244,8443,true,SIN,Asia Pacific,Singapore,205 ms,9 kB/s
155.248.162.233,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.200.178,2083,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.222.212.255,2087,true,SIN,Asia Pacific,Singapore,203 ms,9 kB/s
8.219.56.244,2083,true,SIN,Asia Pacific,Singapore,209 ms,9 kB/s
8.219.110.248,2096,true,SIN,Asia Pacific,Singapore,225 ms,9 kB/s
8.222.212.255,2053,true,SIN,Asia Pacific,Singapore,200 ms,9 kB/s
8.222.156.205,2096,true,SIN,Asia Pacific,Singapore,204 ms,9 kB/s
8.219.153.253,8443,true,SIN,Asia Pacific,Singapore,181 ms,9 kB/s
8.219.123.11,2083,true,SIN,Asia Pacific,Singapore,188 ms,9 kB/s
8.222.199.55,2096,true,SIN,Asia Pacific,Singapore,206 ms,9 kB/s
8.219.123.11,2053,true,SIN,Asia Pacific,Singapore,187 ms,9 kB/s
138.3.222.50,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.222.199.55,2087,true,SIN,Asia Pacific,Singapore,195 ms,9 kB/s
8.219.239.79,2096,true,SIN,Asia Pacific,Singapore,214 ms,9 kB/s
8.219.210.214,2087,true,SIN,Asia Pacific,Singapore,193 ms,9 kB/s
8.219.239.79,2083,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.219.239.79,2053,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.222.212.255,2083,true,SIN,Asia Pacific,Singapore,227 ms,9 kB/s
8.219.208.104,2096,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
8.222.156.205,2053,true,SIN,Asia Pacific,Singapore,226 ms,9 kB/s
8.219.123.11,2087,true,SIN,Asia Pacific,Singapore,222 ms,9 kB/s
8.222.145.43,2083,true,SIN,Asia Pacific,Singapore,184 ms,9 kB/s
8.219.110.248,2083,true,SIN,Asia Pacific,Singapore,189 ms,9 kB/s
47.245.59.167,2083,true,NRT,Asia Pacific,Tokyo,118 ms,9 kB/s
150.230.105.183,2083,true,NRT,Asia Pacific,Tokyo,116 ms,9 kB/s
8.219.51.227,2096,true,SIN,Asia Pacific,Singapore,223 ms,9 kB/s
8.219.102.123,2083,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.210.214,8443,true,SIN,Asia Pacific,Singapore,194 ms,9 kB/s
8.222.199.55,8443,true,SIN,Asia Pacific,Singapore,193 ms,9 kB/s
8.219.210.214,2053,true,SIN,Asia Pacific,Singapore,191 ms,9 kB/s
8.219.153.253,2096,true,SIN,Asia Pacific,Singapore,204 ms,9 kB/s
8.219.208.104,2053,true,SIN,Asia Pacific,Singapore,201 ms,9 kB/s
8.222.145.43,2053,true,SIN,Asia Pacific,Singapore,192 ms,9 kB/s
8.219.200.178,2053,true,SIN,Asia Pacific,Singapore,197 ms,9 kB/s
8.219.210.214,2096,true,SIN,Asia Pacific,Singapore,196 ms,9 kB/s
138.2.11.227,2083,true,NRT,Asia Pacific,Tokyo,115 ms,8 kB/s
8.219.153.253,2083,true,SIN,Asia Pacific,Singapore,200 ms,8 kB/s
8.222.156.205,2087,true,SIN,Asia Pacific,Singapore,190 ms,8 kB/s
8.219.208.104,2083,true,SIN,Asia Pacific,Singapore,202 ms,8 kB/s
8.219.200.178,8443,true,SIN,Asia Pacific,Singapore,215 ms,8 kB/s
8.222.145.43,2087,true,SIN,Asia Pacific,Singapore,207 ms,8 kB/s
8.219.51.227,2053,true,SIN,Asia Pacific,Singapore,202 ms,8 kB/s
8.222.156.205,2083,true,SIN,Asia Pacific,Singapore,209 ms,8 kB/s
8.219.56.244,2053,true,SIN,Asia Pacific,Singapore,192 ms,8 kB/s
8.219.110.248,8443,true,SIN,Asia Pacific,Singapore,194 ms,8 kB/s
138.2.108.118,2087,true,SIN,Asia Pacific,Singapore,240 ms,8 kB/s
152.70.102.142,2096,true,NRT,Asia Pacific,Tokyo,115 ms,8 kB/s
8.222.171.236,2096,true,SIN,Asia Pacific,Singapore,187 ms,8 kB/s
8.219.200.178,2096,true,SIN,Asia Pacific,Singapore,198 ms,8 kB/s
138.2.108.118,8443,true,SIN,Asia Pacific,Singapore,227 ms,8 kB/s
138.2.108.118,2053,true,SIN,Asia Pacific,Singapore,241 ms,8 kB/s
168.138.185.253,2083,true,SIN,Asia Pacific,Singapore,245 ms,8 kB/s
47.245.59.167,2096,true,NRT,Asia Pacific,Tokyo,122 ms,8 kB/s
168.138.185.253,2087,true,SIN,Asia Pacific,Singapore,233 ms,7 kB/s
158.101.93.200,2083,true,NRT,Asia Pacific,Tokyo,117 ms,7 kB/s
168.138.185.253,2053,true,SIN,Asia Pacific,Singapore,251 ms,7 kB/s
132.145.123.6,2096,true,NRT,Asia Pacific,Tokyo,118 ms,7 kB/s
8.219.51.227,2083,true,SIN,Asia Pacific,Singapore,191 ms,7 kB/s
132.226.8.9,8443,true,NRT,Asia Pacific,Tokyo,116 ms,6 kB/s
152.70.102.142,2053,true,NRT,Asia Pacific,Tokyo,118 ms,6 kB/s
132.145.117.33,2087,true,NRT,Asia Pacific,Tokyo,116 ms,6 kB/s
47.74.6.55,2083,true,NRT,Asia Pacific,Tokyo,117 ms,6 kB/s
138.3.216.181,2053,true,NRT,Asia Pacific,Tokyo,117 ms,6 kB/s
47.245.59.167,8443,true,NRT,Asia Pacific,Tokyo,118 ms,5 kB/s
138.2.11.227,8443,true,NRT,Asia Pacific,Tokyo,118 ms,5 kB/s
158.101.136.128,2096,true,NRT,Asia Pacific,Tokyo,124 ms,5 kB/s
47.74.6.55,2087,true,NRT,Asia Pacific,Tokyo,114 ms,5 kB/s
138.3.216.181,2083,true,NRT,Asia Pacific,Tokyo,118 ms,5 kB/s
158.101.93.200,2053,true,NRT,Asia Pacific,Tokyo,113 ms,5 kB/s
132.145.117.33,8443,true,NRT,Asia Pacific,Tokyo,114 ms,5 kB/s
150.230.213.65,2083,true,NRT,Asia Pacific,Tokyo,119 ms,5 kB/s
150.230.108.82,8443,true,NRT,Asia Pacific,Tokyo,117 ms,5 kB/s
132.226.8.9,2087,true,NRT,Asia Pacific,Tokyo,115 ms,5 kB/s
150.230.217.29,2083,true,NRT,Asia Pacific,Tokyo,115 ms,5 kB/s
150.230.213.65,2053,true,NRT,Asia Pacific,Tokyo,117 ms,4 kB/s
138.2.26.80,8443,true,NRT,Asia Pacific,Tokyo,116 ms,4 kB/s
47.74.6.55,2053,true,NRT,Asia Pacific,Tokyo,118 ms,4 kB/s
155.248.177.90,8443,true,NRT,Asia Pacific,Tokyo,116 ms,4 kB/s
138.2.14.77,2053,true,NRT,Asia Pacific,Tokyo,122 ms,4 kB/s
132.226.8.9,2096,true,NRT,Asia Pacific,Tokyo,117 ms,4 kB/s
132.226.0.181,2053,true,NRT,Asia Pacific,Tokyo,117 ms,4 kB/s
138.2.26.80,2053,true,NRT,Asia Pacific,Tokyo,114 ms,2 kB/s
138.2.27.113,2083,true,NRT,Asia Pacific,Tokyo,114 ms,2 kB/s
140.238.42.149,2083,true,NRT,Asia Pacific,Tokyo,116 ms,2 kB/s
132.226.0.181,8443,true,NRT,Asia Pacific,Tokyo,112 ms,1 kB/s
141.147.84.162,443,true,FRA,Europe,Frankfurt,257 ms,0 kB/s
150.230.105.183,2087,true,NRT,Asia Pacific,Tokyo,117 ms,0 kB/s
132.226.0.181,2087,true,NRT,Asia Pacific,Tokyo,113 ms,0 kB/s
8.209.215.247,2083,true,NRT,Asia Pacific,Tokyo,115 ms,0 kB/s
138.2.27.113,2087,true,NRT,Asia Pacific,Tokyo,121 ms,0 kB/s
158.101.140.252,2096,true,HKG,Asia Pacific,Hong Kong,180 ms,0 kB/s
150.230.108.82,2087,true,NRT,Asia Pacific,Tokyo,122 ms,0 kB/s
150.230.131.104,443,true,HYD,Asia Pacific,Hyderabad,252 ms,0 kB/s
140.238.50.32,8443,true,HKG,Asia Pacific,Hong Kong,276 ms,0 kB/s
155.248.177.90,2087,true,NRT,Asia Pacific,Tokyo,116 ms,0 kB/s
138.2.117.219,443,true,ICN,Asia Pacific,Seoul,128 ms,0 kB/s
150.230.108.82,2083,true,NRT,Asia Pacific,Tokyo,118 ms,0 kB/s
47.245.39.28,8443,true,NRT,Asia Pacific,Tokyo,121 ms,0 kB/s
155.248.167.70,2087,true,HKG,Asia Pacific,Hong Kong,176 ms,0 kB/s
47.245.56.29,2087,true,NRT,Asia Pacific,Tokyo,114 ms,0 kB/s
47.74.0.183,2096,true,NRT,Asia Pacific,Tokyo,122 ms,0 kB/s
8.209.248.161,2053,true,HKG,Asia Pacific,Hong Kong,204 ms,0 kB/s
155.248.167.70,2083,true,SIN,Asia Pacific,Singapore,186 ms,0 kB/s
168.138.177.109,443,true,SIN,Asia Pacific,Singapore,238 ms,0 kB/s
158.101.136.128,2087,true,NRT,Asia Pacific,Tokyo,116 ms,0 kB/s
150.230.44.131,8443,true,SJC,North America,San Jose,163 ms,0 kB/s
138.2.19.122,2096,true,SIN,Asia Pacific,Singapore,187 ms,0 kB/s
138.3.212.162,2087,true,HKG,Asia Pacific,Hong Kong,171 ms,0 kB/s
141.147.179.64,2053,true,NRT,Asia Pacific,Tokyo,120 ms,0 kB/s
132.145.125.86,2053,true,HKG,Asia Pacific,Hong Kong,173 ms,0 kB/s
47.245.33.158,2087,true,NRT,Asia Pacific,Tokyo,121 ms,0 kB/s
23.105.205.181,443,true,LAX,North America,Los Angeles,155 ms,0 kB/s
47.74.50.249,2096,true,HKG,Asia Pacific,Hong Kong,203 ms,0 kB/s
150.230.219.83,2087,true,HKG,Asia Pacific,Hong Kong,280 ms,0 kB/s
168.138.212.74,8443,true,KIX,Asia Pacific,Osaka,125 ms,0 kB/s
158.101.93.200,8443,true,NRT,Asia Pacific,Tokyo,119 ms,0 kB/s
140.83.35.10,2053,true,NRT,Asia Pacific,Tokyo,117 ms,0 kB/s
141.147.178.202,8443,true,HKG,Asia Pacific,Hong Kong,173 ms,0 kB/s
132.145.117.216,2087,true,HKG,Asia Pacific,Hong Kong,171 ms,0 kB/s
47.245.33.158,2083,true,NRT,Asia Pacific,Tokyo,117 ms,0 kB/s
47.245.90.176,2087,true,SIN,Asia Pacific,Singapore,213 ms,0 kB/s
131.186.43.107,2083,true,SIN,Asia Pacific,Singapore,195 ms,0 kB/s
129.154.252.32,443,true,BOM,Asia Pacific,Mumbai,259 ms,0 kB/s
47.74.15.117,2087,true,SIN,Asia Pacific,Singapore,210 ms,0 kB/s
47.245.32.215,2053,true,SIN,Asia Pacific,Singapore,199 ms,0 kB/s
47.74.47.240,2096,true,NRT,Asia Pacific,Tokyo,111 ms,0 kB/s
152.70.107.26,2083,true,SIN,Asia Pacific,Singapore,195 ms,0 kB/s
47.245.59.244,8443,true,HKG,Asia Pacific,Hong Kong,201 ms,0 kB/s
152.70.237.179,443,true,NRT,Asia Pacific,Tokyo,49 ms,0 kB/s
47.74.23.99,2083,true,SIN,Asia Pacific,Singapore,207 ms,0 kB/s
140.238.50.99,2096,true,NRT,Asia Pacific,Tokyo,118 ms,0 kB/s
150.230.201.39,2053,true,NRT,Asia Pacific,Tokyo,118 ms,0 kB/s
144.24.173.250,2053,true,FRA,Europe,Frankfurt,263 ms,0 kB/s
47.245.33.158,8443,true,NRT,Asia Pacific,Tokyo,122 ms,0 kB/s
141.147.183.96,2083,true,SIN,Asia Pacific,Singapore,187 ms,0 kB/s
140.238.54.149,2096,true,SIN,Asia Pacific,Singapore,196 ms,0 kB/s
131.186.60.162,2053,true,SIN,Asia Pacific,Singapore,192 ms,0 kB/s
158.101.136.221,2083,true,NRT,Asia Pacific,Tokyo,118 ms,0 kB/s
47.74.37.50,2096,true,SIN,Asia Pacific,Singapore,191 ms,0 kB/s
150.230.219.83,8443,true,HKG,Asia Pacific,Hong Kong,177 ms,0 kB/s
138.2.19.122,2083,true,SIN,Asia Pacific,Singapore,190 ms,0 kB/s
140.238.50.32,2083,true,SIN,Asia Pacific,Singapore,189 ms,0 kB/s
47.245.8.185,2087,true,HKG,Asia Pacific,Hong Kong,204 ms,0 kB/s
158.101.145.246,2096,true,HKG,Asia Pacific,Hong Kong,283 ms,0 kB/s
138.2.75.91,443,true,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
141.147.178.202,2087,true,HKG,Asia Pacific,Hong Kong,283 ms,0 kB/s
152.70.166.114,443,true,FRA,Europe,Frankfurt,270 ms,0 kB/s
141.144.195.217,443,true,FRA,Europe,Frankfurt,264 ms,0 kB/s
168.138.15.75,443,true,MEL,Oceania,Melbourne,314 ms,0 kB/s
152.70.71.205,443,true,HYD,Asia Pacific,Hyderabad,269 ms,0 kB/s
150.230.201.39,2083,true,NRT,Asia Pacific,Tokyo,119 ms,0 kB/s
130.162.162.181,443,true,FRA,Europe,Frankfurt,261 ms,0 kB/s
132.145.120.118,2087,true,NRT,Asia Pacific,Tokyo,112 ms,0 kB/s
138.2.19.154,2053,true,NRT,Asia Pacific,Tokyo,116 ms,0 kB/s
129.146.243.241,443,true,LAX,North America,Los Angeles,176 ms,0 kB/s
158.101.137.96,2087,true,NRT,Asia Pacific,Tokyo,131 ms,0 kB/s
47.245.55.202,2087,true,NRT,Asia Pacific,Tokyo,120 ms,0 kB/s
158.101.205.148,443,true,FRA,Europe,Frankfurt,267 ms,0 kB/s
132.145.120.197,2087,true,SIN,Asia Pacific,Singapore,204 ms,0 kB/s
158.101.149.122,2053,true,HKG,Asia Pacific,Hong Kong,174 ms,0 kB/s
141.147.186.210,2087,true,HKG,Asia Pacific,Hong Kong,175 ms,0 kB/s
47.245.59.167,2087,true,NRT,Asia Pacific,Tokyo,119 ms,0 kB/s
131.186.45.88,2096,true,SIN,Asia Pacific,Singapore,189 ms,0 kB/s
168.138.212.74,2096,true,HKG,Asia Pacific,Hong Kong,172 ms,0 kB/s
114.214.202.60,8443,true,HKG,Asia Pacific,Hong Kong,90 ms,0 kB/s
